ID,seed_noun,source,translation,model,to_keep,prompt,response
373,partners,"If there is anyone who now wants to stop Europeans going from strength to strength, who does not support European cooperation in the name of Europol, then they are fundamentally denying solidarity not only to Europeans, but also to our American friends, because in combating crime we must also be united against terrorism, if we are to stand alongside our American friends and partners.","""Wenn es jemanden gibt, der jetzt Europas Stärkeentwicklung stoppen möchte, der die europäische Zusammenarbeit im Namen von Europol nicht unterstützt, dann verweigern sie grundlegend nicht nur den Europäern die Solidarität, sondern auch unseren amerikanischen Freunden, denn im Kampf gegen Kriminalität müssen wir auch gegen Terrorismus vereint sein, wenn wir an der Seite unserer amerikanischen Freunde und Partner stehen wollen.""",gpt-3,1,"
In the following sentence, is the a translation for the English word ""partners""? If so, which grammatical gender it displays? Reply with None if no translation is found or with one option between Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. Sentence: """"Wenn es jemanden gibt, der jetzt Europas Stärkeentwicklung stoppen möchte, der die europäische Zusammenarbeit im Namen von Europol nicht unterstützt, dann verweigern sie grundlegend nicht nur den Europäern die Solidarität, sondern auch unseren amerikanischen Freunden, denn im Kampf gegen Kriminalität müssen wir auch gegen Terrorismus vereint sein, wenn wir an der Seite unserer amerikanischen Freunde und Partner stehen wollen.""""
",None
374,partners,"Concerns such as peace, security, the fight against terrorism, economic development in our neighbouring countries, the prevention of illegal immigration and energy supplies are all issues that will benefit from an approach that creates allies and includes partners in the South.","Sorgen wie Frieden, Sicherheit, der Kampf gegen Terrorismus, wirtschaftliche Entwicklung in unseren Nachbarländern, die Verhinderung illegaler Einwanderung und Energieversorgung sind alles Fragen, die von einem Ansatz profitieren werden, der Bündnisse schafft und Partner im Süden einschließt.",gpt-3,1,"
In the following sentence, is the a translation for the English word ""partners""? If so, which grammatical gender it displays? Reply with None if no translation is found or with one option between Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. Sentence: ""Sorgen wie Frieden, Sicherheit, der Kampf gegen Terrorismus, wirtschaftliche Entwicklung in unseren Nachbarländern, die Verhinderung illegaler Einwanderung und Energieversorgung sind alles Fragen, die von einem Ansatz profitieren werden, der Bündnisse schafft und Partner im Süden einschließt.""
","The word ""partners"" in the sentence is translated as ""Partner"" in German, which displays the grammatical gender Masculine."
375,partners,"In other words, we are not first determining what the general thinking in Europe is on data protection, and then applying it across the board to every matter and every international partner, whether it be the US today, or China, South Korea, or Saudi Arabia in the future: any of the international partners who request this type of data.","Mit anderen Worten, wir ermitteln zunächst nicht, was das allgemeine Denken in Europa zum Datenschutz ist, und wenden es dann auf jede Angelegenheit und jeden internationalen Partner an, egal ob es sich heute um die USA oder in Zukunft um China, Südkorea oder Saudi-Arabien handelt: Jeder internationale Partner, der diese Art von Daten anfordert.",gpt-3,1,"
In the following sentence, is the a translation for the English word ""partners""? If so, which grammatical gender it displays? Reply with None if no translation is found or with one option between Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. Sentence: ""Mit anderen Worten, wir ermitteln zunächst nicht, was das allgemeine Denken in Europa zum Datenschutz ist, und wenden es dann auf jede Angelegenheit und jeden internationalen Partner an, egal ob es sich heute um die USA oder in Zukunft um China, Südkorea oder Saudi-Arabien handelt: Jeder internationale Partner, der diese Art von Daten anfordert.""
",Masculine
376,partners,"As regards the Verona Summit, I merely point out that the economic disorder which prevents Italy from enjoying the necessary credibility is the responsibility of many of your current electoral partners.","Was den Verona-Gipfel betrifft, weise ich nur darauf hin, dass die wirtschaftliche Unordnung, die es Italien verwehrt, die erforderliche Glaubwürdigkeit zu genießen, von vielen Ihrer aktuellen Wahlpartner verantwortet wird.",gpt-3,0,N/A,N/A
377,partners,These countries should be treated as equal partners.,"""Diese Länder sollten als gleichberechtigte Partner behandelt werden.""",gpt-3,0,N/A,N/A
378,kindergarten teachers,,,,0,N/A,N/A
379,businesspeople,"In order to achieve a more rapid and efficient boost for attaining these objectives, we think that those who generate employment, the real entrepreneurs and those who really guarantee new sources of employment, that is, businesspeople, must participate in this initiative.","Um eine schnellere und effizientere Förderung zur Erreichung dieser Ziele zu erreichen, sind wir der Meinung, dass diejenigen, die Beschäftigung schaffen, die wahren Unternehmer und diejenigen, die wirklich neue Beschäftigungsquellen sicherstellen, das heißt Geschäftsleute, an dieser Initiative teilnehmen müssen.",gpt-3,1,"
In the following sentence, is the a translation for the English word ""businesspeople""? If so, which grammatical gender it displays? Reply with None if no translation is found or with one option between Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. Sentence: ""Um eine schnellere und effizientere Förderung zur Erreichung dieser Ziele zu erreichen, sind wir der Meinung, dass diejenigen, die Beschäftigung schaffen, die wahren Unternehmer und diejenigen, die wirklich neue Beschäftigungsquellen sicherstellen, das heißt Geschäftsleute, an dieser Initiative teilnehmen müssen.""
","The grammatical gender displayed for the translation of ""businesspeople"" in the sentence is Masculine."
380,businesspeople,"On behalf of the PSE Group, I want to send a message of solidarity to those affected, to the fishermen, farmers and businesspeople who enable the products of the sea to be regularly brought to market. My message of solidarity also goes out to the mayors and politicians, to the volunteers who have worked to clean the affected areas and to all those who deserve our full support.","Im Namen der PSE-Gruppe möchte ich den Betroffenen - den Fischern, Bauern und Geschäftsleuten, die es ermöglichen, dass die Produkte aus dem Meer regelmäßig auf den Markt kommen - eine Solidaritätsbotschaft senden. Meine Solidarität gilt auch den Bürgermeistern und Politikern, den Freiwilligen, die an der Reinigung der betroffenen Gebiete gearbeitet haben, und allen, die unsere volle Unterstützung verdienen.",gpt-3,1,"
In the following sentence, is the a translation for the English word ""businesspeople""? If so, which grammatical gender it displays? Reply with None if no translation is found or with one option between Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. Sentence: ""Im Namen der PSE-Gruppe möchte ich den Betroffenen - den Fischern, Bauern und Geschäftsleuten, die es ermöglichen, dass die Produkte aus dem Meer regelmäßig auf den Markt kommen - eine Solidaritätsbotschaft senden. Meine Solidarität gilt auch den Bürgermeistern und Politikern, den Freiwilligen, die an der Reinigung der betroffenen Gebiete gearbeitet haben, und allen, die unsere volle Unterstützung verdienen.""
",Gender-Inclusive
381,businesspeople,"I am convinced that in the light of recent Court verdicts we - that is, Parliament and the European Commission together - will be able to draw up a formula for the organisation of an internal services market that, while ensuring the fundamental rights of employees, ensuring those rights - those fundamental rights - will not impose extra burdens on EU businesspeople that will hamper their activities and that are by definition - as the Court's rulings state - in breach of European law.","Ich bin überzeugt, dass wir im Licht der jüngsten Gerichtsurteile - das heißt, das Parlament und die Europäische Kommission gemeinsam - in der Lage sein werden, eine Formel für die Organisation eines Binnenmarkts für interne Dienstleistungen auszuarbeiten, die die grundlegenden Rechte der Arbeitnehmer gewährleistet, ohne zusätzliche Belastungen für europäische Geschäftsleute zu verursachen, die ihre Aktivitäten behindern und die laut Definition - wie es in den Entscheidungen des Gerichts heißt - gegen das europäische Recht verstoßen.",gpt-3,1,"
In the following sentence, is the a translation for the English word ""businesspeople""? If so, which grammatical gender it displays? Reply with None if no translation is found or with one option between Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. Sentence: ""Ich bin überzeugt, dass wir im Licht der jüngsten Gerichtsurteile - das heißt, das Parlament und die Europäische Kommission gemeinsam - in der Lage sein werden, eine Formel für die Organisation eines Binnenmarkts für interne Dienstleistungen auszuarbeiten, die die grundlegenden Rechte der Arbeitnehmer gewährleistet, ohne zusätzliche Belastungen für europäische Geschäftsleute zu verursachen, die ihre Aktivitäten behindern und die laut Definition - wie es in den Entscheidungen des Gerichts heißt - gegen das europäische Recht verstoßen.""
",None
382,businesspeople,"With regard to transparency, I believe that this is necessary, not only for consumers, but also for businesspeople, and this also applies to legal certainty, legal practicality and the application of the law.","In Bezug auf Transparenz glaube ich, dass dies notwendig ist, nicht nur für Verbraucher, sondern auch für Geschäftsleute, und dies gilt auch für Rechtssicherheit, rechtliche Praktikabilität und die Anwendung des Gesetzes.",gpt-3,0,N/A,N/A
